====================================================================================
NaSto
Fractional-step RK3 with projection
====================================================================================
nx              =      128
ny              =       64
dx              =   1.5625E-02
dy              =   1.5625E-02
dt              =   1.0000E-03
nu              =   1.0000E-06
rho             =   1.0000E+00
time            =   0.0000E+00
time_end        =   2.0000E+01
istep           =        0
nsteps          =    20000
log_every       =        1
restart_every   =      100
vtk_every       =      100
ascii_every     =      100
poisson_maxit   =     5000
poisson_tol     =   1.0000E-06
use_restart     = F
restart_file    = ./data/field_000000.bin
out_dir         = ./data
====================================================================================
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
 10541   1.054E+01   2.116E-03   4.286E-12   1.66E-01   8.19E-06       T     322   8.953E-07
 10542   1.054E+01   2.073E-03   4.657E-12   1.66E-01   8.19E-06       T     322   7.630E-07
 10543   1.054E+01   2.022E-03   5.593E-13   1.66E-01   8.19E-06       T     321   8.561E-08
 10544   1.054E+01   1.964E-03   1.012E-11   1.66E-01   8.19E-06       T     321   7.804E-07
 10545   1.054E+01   1.955E-03   2.002E-12   1.66E-01   8.19E-06       T     341   2.100E-07
 10546   1.055E+01   1.987E-03   7.012E-12   1.66E-01   8.19E-06       T     324   8.176E-07
 10547   1.055E+01   2.007E-03   5.094E-12   1.66E-01   8.19E-06       T     310   6.028E-07
 10548   1.055E+01   2.017E-03   7.613E-12   1.66E-01   8.19E-06       T     321   7.656E-07
 10549   1.055E+01   2.016E-03   7.430E-12   1.67E-01   8.19E-06       T     323   8.906E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10550   1.055E+01   2.004E-03   5.226E-12   1.67E-01   8.19E-06       T     324   8.828E-07
 10551   1.055E+01   1.981E-03   4.269E-12   1.67E-01   8.19E-06       T     324   8.861E-07
 10552   1.055E+01   1.949E-03   3.519E-12   1.67E-01   8.19E-06       T     315   3.510E-07
 10553   1.055E+01   1.906E-03   4.869E-12   1.68E-01   8.19E-06       T     322   7.988E-07
 10554   1.055E+01   1.893E-03   1.131E-11   1.68E-01   8.19E-06       T     322   8.497E-07
 10555   1.055E+01   1.903E-03   4.708E-12   1.68E-01   8.19E-06       T     322   9.739E-07
 10556   1.056E+01   1.907E-03   4.548E-12   1.68E-01   8.19E-06       T     321   8.773E-07
 10557   1.056E+01   1.904E-03   7.802E-12   1.68E-01   8.19E-06       T     324   9.273E-07
 10558   1.056E+01   1.895E-03   5.558E-12   1.68E-01   8.19E-06       T     320   5.986E-07
 10559   1.056E+01   1.879E-03   6.114E-12   1.68E-01   8.19E-06       T     322   9.991E-07
 10560   1.056E+01   1.858E-03   6.426E-12   1.68E-01   8.19E-06       T     330   8.437E-07
 10561   1.056E+01   1.832E-03   8.161E-12   1.68E-01   8.19E-06       T     322   6.958E-07
 10562   1.056E+01   1.815E-03   6.318E-12   1.68E-01   8.19E-06       T     323   9.117E-07
 10563   1.056E+01   1.933E-03   5.565E-12   1.68E-01   8.19E-06       T     324   8.890E-07
 10564   1.056E+01   2.046E-03   3.447E-12   1.68E-01   8.19E-06       T     319   6.283E-07
 10565   1.056E+01   2.152E-03   5.566E-12   1.67E-01   8.19E-06       T     323   8.966E-07
 10566   1.057E+01   2.253E-03   4.388E-12   1.67E-01   8.19E-06       T     310   5.417E-07
 10567   1.057E+01   2.345E-03   3.340E-12   1.67E-01   8.19E-06       T     323   8.158E-07
 10568   1.057E+01   2.429E-03   4.274E-12   1.67E-01   8.19E-06       T     319   6.319E-07
 10569   1.057E+01   2.504E-03   8.409E-12   1.67E-01   8.19E-06       T     322   9.753E-07
 10570   1.057E+01   2.569E-03   6.416E-12   1.67E-01   8.19E-06       T     323   8.938E-07
 10571   1.057E+01   2.624E-03   5.652E-12   1.67E-01   8.19E-06       T     320   9.375E-07
 10572   1.057E+01   2.667E-03   4.518E-12   1.67E-01   8.19E-06       T     322   7.637E-07
 10573   1.057E+01   2.699E-03   2.176E-12   1.67E-01   8.19E-06       T     332   1.686E-07
 10574   1.057E+01   2.718E-03   5.729E-13   1.67E-01   8.19E-06       T     322   4.495E-08
 10575   1.057E+01   2.725E-03   5.588E-12   1.67E-01   8.19E-06       T     312   7.501E-07
 10576   1.058E+01   2.718E-03   1.561E-12   1.67E-01   8.19E-06       T     320   2.138E-07
 10577   1.058E+01   2.698E-03   7.249E-12   1.67E-01   8.19E-06       T     325   7.926E-07
 10578   1.058E+01   2.664E-03   5.137E-12   1.67E-01   8.19E-06       T     324   7.570E-07
 10579   1.058E+01   2.616E-03   7.802E-12   1.68E-01   8.19E-06       T     310   6.685E-07
 10580   1.058E+01   2.555E-03   7.282E-12   1.68E-01   8.19E-06       T     322   9.757E-07
 10581   1.058E+01   2.479E-03   7.576E-12   1.68E-01   8.19E-06       T     326   9.887E-07
 10582   1.058E+01   2.391E-03   3.059E-12   1.68E-01   8.19E-06       T     323   4.622E-07
 10583   1.058E+01   2.289E-03   3.261E-12   1.68E-01   8.19E-06       T     322   4.227E-07
 10584   1.058E+01   2.174E-03   7.353E-12   1.68E-01   8.19E-06       T     323   9.582E-07
 10585   1.058E+01   2.048E-03   5.770E-12   1.68E-01   8.19E-06       T     316   6.663E-07
 10586   1.059E+01   1.909E-03   3.734E-12   1.68E-01   8.19E-06       T     324   7.638E-07
 10587   1.059E+01   1.760E-03   3.939E-12   1.68E-01   8.19E-06       T     323   6.825E-07
 10588   1.059E+01   1.662E-03   7.718E-12   1.68E-01   8.19E-06       T     323   8.905E-07
 10589   1.059E+01   1.692E-03   3.993E-12   1.68E-01   8.19E-06       T     321   3.570E-07
 10590   1.059E+01   1.716E-03   5.231E-13   1.68E-01   8.19E-06       T     325   6.194E-08
 10591   1.059E+01   1.757E-03   4.450E-12   1.68E-01   8.19E-06       T     321   9.457E-07
 10592   1.059E+01   1.876E-03   5.032E-12   1.68E-01   8.19E-06       T     321   7.851E-07
 10593   1.059E+01   1.988E-03   4.376E-12   1.68E-01   8.19E-06       T     322   8.548E-07
 10594   1.059E+01   2.093E-03   5.955E-12   1.68E-01   8.19E-06       T     322   8.883E-07
 10595   1.059E+01   2.189E-03   2.423E-12   1.69E-01   8.19E-06       T     345   3.661E-07
 10596   1.060E+01   2.275E-03   3.091E-12   1.69E-01   8.19E-06       T     315   5.042E-07
 10597   1.060E+01   2.351E-03   3.469E-12   1.69E-01   8.19E-06       T     320   6.370E-07
 10598   1.060E+01   2.414E-03   4.278E-12   1.69E-01   8.19E-06       T     326   6.505E-07
 10599   1.060E+01   2.466E-03   4.647E-12   1.69E-01   8.19E-06       T     322   8.756E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10600   1.060E+01   2.503E-03   5.254E-12   1.69E-01   8.19E-06       T     323   9.365E-07
 10601   1.060E+01   2.526E-03   5.529E-12   1.69E-01   8.19E-06       T     333   5.926E-07
 10602   1.060E+01   2.535E-03   1.883E-12   1.69E-01   8.19E-06       T     321   3.816E-07
 10603   1.060E+01   2.528E-03   5.198E-12   1.69E-01   8.19E-06       T     321   9.649E-07
 10604   1.060E+01   2.506E-03   3.777E-12   1.69E-01   8.19E-06       T     321   8.796E-07
 10605   1.060E+01   2.467E-03   5.872E-12   1.70E-01   8.19E-06       T     319   9.998E-07
 10606   1.061E+01   2.413E-03   6.544E-12   1.70E-01   8.19E-06       T     325   7.624E-07
 10607   1.061E+01   2.343E-03   5.345E-12   1.70E-01   8.19E-06       T     311   5.812E-07
 10608   1.061E+01   2.257E-03   5.772E-12   1.70E-01   8.19E-06       T     321   9.466E-07
 10609   1.061E+01   2.156E-03   4.304E-12   1.70E-01   8.19E-06       T     314   4.462E-07
 10610   1.061E+01   2.197E-03   3.714E-12   1.70E-01   8.19E-06       T     320   8.233E-07
 10611   1.061E+01   2.288E-03   7.017E-12   1.70E-01   8.19E-06       T     323   8.248E-07
 10612   1.061E+01   2.366E-03   8.377E-12   1.70E-01   8.19E-06       T     315   8.055E-07
 10613   1.061E+01   2.432E-03   7.882E-12   1.71E-01   8.19E-06       T     323   8.810E-07
 10614   1.061E+01   2.486E-03   4.729E-12   1.71E-01   8.19E-06       T     320   8.486E-07
 10615   1.061E+01   2.527E-03   4.873E-12   1.71E-01   8.19E-06       T     321   8.020E-07
 10616   1.062E+01   2.557E-03   6.168E-12   1.71E-01   8.19E-06       T     324   8.346E-07
 10617   1.062E+01   2.574E-03   7.680E-12   1.71E-01   8.19E-06       T     322   9.302E-07
 10618   1.062E+01   2.581E-03   1.144E-11   1.71E-01   8.19E-06       T     323   8.468E-07
 10619   1.062E+01   2.576E-03   9.788E-13   1.71E-01   8.19E-06       T     333   9.924E-08
 10620   1.062E+01   2.561E-03   7.105E-12   1.72E-01   8.19E-06       T     322   8.396E-07
 10621   1.062E+01   2.536E-03   4.685E-12   1.72E-01   8.19E-06       T     321   8.155E-07
 10622   1.062E+01   2.501E-03   7.108E-12   1.72E-01   8.19E-06       T     321   7.950E-07
 10623   1.062E+01   2.457E-03   5.164E-12   1.72E-01   8.19E-06       T     321   8.369E-07
 10624   1.062E+01   2.405E-03   2.834E-12   1.72E-01   8.19E-06       T     328   5.483E-07
 10625   1.062E+01   2.344E-03   2.938E-12   1.72E-01   8.19E-06       T     321   6.864E-07
 10626   1.063E+01   2.276E-03   3.473E-12   1.72E-01   8.19E-06       T     321   6.002E-07
 10627   1.063E+01   2.269E-03   6.173E-12   1.72E-01   8.19E-06       T     321   9.099E-07
 10628   1.063E+01   2.265E-03   3.484E-12   1.72E-01   8.19E-06       T     311   3.844E-07
 10629   1.063E+01   2.249E-03   4.268E-12   1.72E-01   8.19E-06       T     314   5.867E-07
 10630   1.063E+01   2.219E-03   4.373E-12   1.72E-01   8.19E-06       T     321   9.841E-07
 10631   1.063E+01   2.175E-03   5.593E-12   1.72E-01   8.19E-06       T     332   9.975E-07
 10632   1.063E+01   2.118E-03   3.599E-12   1.72E-01   8.19E-06       T     320   8.279E-07
 10633   1.063E+01   2.194E-03   4.333E-12   1.72E-01   8.19E-06       T     322   7.563E-07
 10634   1.063E+01   2.322E-03   1.176E-12   1.72E-01   8.19E-06       T     322   2.103E-07
 10635   1.063E+01   2.438E-03   7.230E-12   1.72E-01   8.19E-06       T     320   9.481E-07
 10636   1.064E+01   2.542E-03   3.876E-12   1.72E-01   8.19E-06       T     322   8.300E-07
 10637   1.064E+01   2.633E-03   4.303E-12   1.72E-01   8.19E-06       T     322   8.165E-07
 10638   1.064E+01   2.712E-03   6.633E-12   1.73E-01   8.19E-06       T     322   7.830E-07
 10639   1.064E+01   2.778E-03   4.236E-12   1.73E-01   8.19E-06       T     323   9.678E-07
 10640   1.064E+01   2.831E-03   7.570E-12   1.73E-01   8.19E-06       T     325   9.687E-07
 10641   1.064E+01   2.873E-03   3.806E-12   1.73E-01   8.19E-06       T     320   9.075E-07
 10642   1.064E+01   2.903E-03   3.597E-12   1.74E-01   8.19E-06       T     328   6.362E-07
 10643   1.064E+01   2.921E-03   4.723E-12   1.74E-01   8.19E-06       T     323   7.578E-07
 10644   1.064E+01   2.929E-03   5.388E-12   1.74E-01   8.19E-06       T     323   9.601E-07
 10645   1.064E+01   2.926E-03   3.831E-12   1.74E-01   8.19E-06       T     321   4.298E-07
 10646   1.065E+01   2.913E-03   4.396E-12   1.74E-01   8.19E-06       T     322   8.409E-07
 10647   1.065E+01   2.890E-03   6.677E-12   1.74E-01   8.19E-06       T     320   7.813E-07
 10648   1.065E+01   2.858E-03   2.829E-12   1.74E-01   8.19E-06       T     325   5.672E-07
 10649   1.065E+01   2.818E-03   4.573E-12   1.74E-01   8.19E-06       T     322   9.863E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10650   1.065E+01   2.770E-03   3.382E-12   1.74E-01   8.19E-06       T     322   7.333E-07
 10651   1.065E+01   2.714E-03   8.823E-12   1.74E-01   8.19E-06       T     327   6.397E-07
 10652   1.065E+01   2.651E-03   5.788E-12   1.74E-01   8.19E-06       T     323   9.833E-07
 10653   1.065E+01   2.581E-03   4.861E-12   1.74E-01   8.19E-06       T     324   7.847E-07
 10654   1.065E+01   2.506E-03   5.891E-12   1.74E-01   8.19E-06       T     329   7.874E-07
 10655   1.065E+01   2.424E-03   5.558E-12   1.74E-01   8.19E-06       T     324   8.517E-07
 10656   1.066E+01   2.337E-03   6.010E-12   1.74E-01   8.19E-06       T     330   6.820E-07
 10657   1.066E+01   2.244E-03   4.039E-12   1.74E-01   8.19E-06       T     323   8.459E-07
 10658   1.066E+01   2.262E-03   1.259E-12   1.73E-01   8.19E-06       T     356   1.337E-07
 10659   1.066E+01   2.411E-03   6.219E-12   1.73E-01   8.19E-06       T     323   9.510E-07
 10660   1.066E+01   2.549E-03   6.908E-12   1.73E-01   8.19E-06       T     318   8.193E-07
 10661   1.066E+01   2.675E-03   3.909E-12   1.73E-01   8.19E-06       T     317   8.029E-07
 10662   1.066E+01   2.788E-03   5.526E-12   1.73E-01   8.19E-06       T     329   7.396E-07
 10663   1.066E+01   2.888E-03   6.048E-12   1.73E-01   8.19E-06       T     329   7.643E-07
 10664   1.066E+01   2.974E-03   4.151E-12   1.73E-01   8.19E-06       T     324   3.794E-07
 10665   1.066E+01   3.046E-03   4.199E-12   1.73E-01   8.19E-06       T     345   4.345E-07
 10666   1.067E+01   3.103E-03   4.670E-12   1.73E-01   8.19E-06       T     324   9.905E-07
 10667   1.067E+01   3.147E-03   4.944E-12   1.73E-01   8.19E-06       T     325   8.624E-07
 10668   1.067E+01   3.176E-03   5.821E-12   1.73E-01   8.19E-06       T     324   9.770E-07
 10669   1.067E+01   3.191E-03   7.328E-12   1.73E-01   8.19E-06       T     325   9.652E-07
 10670   1.067E+01   3.192E-03   7.859E-12   1.73E-01   8.19E-06       T     327   8.849E-07
 10671   1.067E+01   3.179E-03   6.100E-12   1.74E-01   8.19E-06       T     327   8.730E-07
 10672   1.067E+01   3.153E-03   5.036E-12   1.74E-01   8.19E-06       T     325   9.754E-07
 10673   1.067E+01   3.114E-03   8.571E-12   1.74E-01   8.19E-06       T     330   9.385E-07
 10674   1.067E+01   3.062E-03   8.974E-12   1.74E-01   8.19E-06       T     324   7.707E-07
 10675   1.067E+01   2.999E-03   8.285E-12   1.74E-01   8.19E-06       T     331   7.229E-07
 10676   1.068E+01   2.924E-03   9.277E-12   1.74E-01   8.19E-06       T     324   8.232E-07
 10677   1.068E+01   2.838E-03   8.476E-12   1.74E-01   8.19E-06       T     328   9.583E-07
 10678   1.068E+01   2.742E-03   6.348E-12   1.74E-01   8.19E-06       T     334   7.804E-07
 10679   1.068E+01   2.637E-03   5.931E-12   1.75E-01   8.19E-06       T     328   9.150E-07
 10680   1.068E+01   2.523E-03   7.350E-12   1.75E-01   8.19E-06       T     331   9.834E-07
 10681   1.068E+01   2.401E-03   8.244E-12   1.75E-01   8.19E-06       T     322   8.884E-07
 10682   1.068E+01   2.271E-03   6.691E-12   1.75E-01   8.19E-06       T     330   9.321E-07
 10683   1.068E+01   2.135E-03   5.691E-12   1.75E-01   8.19E-06       T     328   8.915E-07
 10684   1.068E+01   1.993E-03   8.347E-12   1.75E-01   8.19E-06       T     332   8.980E-07
 10685   1.068E+01   1.846E-03   1.035E-11   1.75E-01   8.19E-06       T     331   9.477E-07
 10686   1.069E+01   1.798E-03   6.583E-12   1.75E-01   8.19E-06       T     326   9.954E-07
 10687   1.069E+01   1.858E-03   5.207E-12   1.75E-01   8.19E-06       T     328   9.596E-07
 10688   1.069E+01   1.908E-03   7.827E-12   1.75E-01   8.19E-06       T     324   8.410E-07
 10689   1.069E+01   1.950E-03   2.473E-12   1.75E-01   8.19E-06       T     327   3.347E-07
 10690   1.069E+01   1.983E-03   1.079E-11   1.75E-01   8.19E-06       T     311   7.981E-07
 10691   1.069E+01   2.007E-03   6.047E-12   1.75E-01   8.19E-06       T     333   8.857E-07
 10692   1.069E+01   2.021E-03   4.989E-12   1.76E-01   8.19E-06       T     330   8.228E-07
 10693   1.069E+01   2.065E-03   6.481E-12   1.76E-01   8.19E-06       T     335   8.079E-07
 10694   1.069E+01   2.122E-03   3.553E-12   1.76E-01   8.19E-06       T     331   4.311E-07
 10695   1.069E+01   2.170E-03   4.586E-12   1.76E-01   8.19E-06       T     327   8.316E-07
 10696   1.070E+01   2.208E-03   5.052E-12   1.75E-01   8.19E-06       T     328   9.380E-07
 10697   1.070E+01   2.237E-03   6.910E-12   1.75E-01   8.19E-06       T     337   9.720E-07
 10698   1.070E+01   2.257E-03   6.704E-12   1.75E-01   8.19E-06       T     330   9.852E-07
 10699   1.070E+01   2.266E-03   5.199E-12   1.76E-01   8.19E-06       T     329   8.290E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10700   1.070E+01   2.264E-03   6.480E-12   1.76E-01   8.19E-06       T     332   7.457E-07
 10701   1.070E+01   2.252E-03   4.476E-12   1.76E-01   8.19E-06       T     327   9.183E-07
 10702   1.070E+01   2.229E-03   5.246E-12   1.76E-01   8.19E-06       T     334   8.158E-07
 10703   1.070E+01   2.196E-03   3.841E-12   1.76E-01   8.19E-06       T     324   4.286E-07
 10704   1.070E+01   2.153E-03   4.845E-12   1.77E-01   8.19E-06       T     328   7.353E-07
 10705   1.070E+01   2.099E-03   3.270E-12   1.77E-01   8.19E-06       T     330   6.403E-07
 10706   1.071E+01   2.035E-03   4.553E-12   1.77E-01   8.19E-06       T     330   9.576E-07
 10707   1.071E+01   1.962E-03   4.110E-12   1.77E-01   8.19E-06       T     320   8.199E-07
 10708   1.071E+01   1.879E-03   4.262E-12   1.77E-01   8.19E-06       T     330   9.850E-07
 10709   1.071E+01   1.788E-03   7.184E-12   1.77E-01   8.19E-06       T     328   8.152E-07
 10710   1.071E+01   1.696E-03   4.179E-12   1.77E-01   8.19E-06       T     325   7.696E-07
 10711   1.071E+01   1.756E-03   5.142E-12   1.77E-01   8.19E-06       T     329   8.284E-07
 10712   1.071E+01   1.816E-03   8.879E-12   1.77E-01   8.19E-06       T     327   6.647E-07
 10713   1.071E+01   1.867E-03   1.000E-11   1.76E-01   8.19E-06       T     332   9.469E-07
 10714   1.071E+01   1.909E-03   6.403E-12   1.76E-01   8.19E-06       T     329   9.058E-07
 10715   1.071E+01   1.940E-03   5.108E-12   1.77E-01   8.19E-06       T     331   6.137E-07
 10716   1.072E+01   1.961E-03   5.068E-12   1.77E-01   8.19E-06       T     330   9.731E-07
 10717   1.072E+01   1.971E-03   4.554E-12   1.77E-01   8.19E-06       T     328   6.108E-07
 10718   1.072E+01   1.969E-03   2.229E-12   1.77E-01   8.19E-06       T     337   2.290E-07
 10719   1.072E+01   1.955E-03   4.703E-12   1.77E-01   8.19E-06       T     330   8.897E-07
 10720   1.072E+01   1.930E-03   4.969E-12   1.77E-01   8.19E-06       T     330   9.456E-07
 10721   1.072E+01   1.970E-03   4.279E-12   1.77E-01   8.19E-06       T     330   9.818E-07
 10722   1.072E+01   2.006E-03   7.666E-12   1.77E-01   8.19E-06       T     328   9.664E-07
 10723   1.072E+01   2.025E-03   4.134E-12   1.77E-01   8.19E-06       T     331   3.515E-07
 10724   1.072E+01   2.029E-03   3.572E-12   1.77E-01   8.19E-06       T     332   3.053E-07
 10725   1.072E+01   2.017E-03   6.700E-12   1.77E-01   8.19E-06       T     332   9.314E-07
 10726   1.073E+01   1.991E-03   5.650E-12   1.77E-01   8.19E-06       T     329   8.952E-07
 10727   1.073E+01   1.952E-03   4.918E-12   1.77E-01   8.19E-06       T     333   8.984E-07
 10728   1.073E+01   1.900E-03   5.881E-12   1.77E-01   8.19E-06       T     332   7.946E-07
 10729   1.073E+01   1.835E-03   7.832E-12   1.77E-01   8.19E-06       T     332   9.941E-07
 10730   1.073E+01   1.870E-03   3.681E-12   1.78E-01   8.19E-06       T     316   3.802E-07
 10731   1.073E+01   1.917E-03   1.025E-11   1.78E-01   8.19E-06       T     318   9.465E-07
